sample_id,user_hash,timestamp,method,true_latitude,true_longitude,estimated_latitude,estimated_longitude,error_radius_m,signal_strength,num_base_stations,urban_density,weather_condition,time_of_day,day_of_week,actual_error_m
647,1b777e78,2025-07-08T22:44:02.423253,wifi,-6.318324848541485,106.9022972457053,-6.318167245797711,106.90257487732556,54.917394186946936,-42,1,medium,cloudy,22,1,35.335574708711704
648,7e821a68,2025-07-02T18:09:02.423258,wifi,-6.085152702700551,106.95446295080203,-6.084945072855156,106.95522032464511,97.63250103230001,-74,7,low,rainy,18,2,86.86591452074876
649,99549460,2025-06-26T09:54:02.423263,gps,-6.12205478902899,106.92606793414019,-6.121997742061808,106.92616172769054,10.758507363668167,-75,8,low,cloudy,9,3,12.156169821140105
650,d9c522d0,2025-06-17T19:39:02.423270,wifi,-6.181037647406409,106.78784870639784,-6.1805403135769525,106.7874168539652,77.92416685200752,-89,6,high,rainy,19,1,73.05731768360961
651,9d10ddcc,2025-07-11T19:57:02.423274,gps,-6.153454814868209,106.89982907524093,-6.1534736786397035,106.89982641387446,9.584733896852537,-30,4,low,rainy,19,4,2.1180907557635984
652,042f837f,2025-06-19T08:12:02.423280,gps,-5.9894248581739395,106.65222195882875,-5.989404270360403,106.6522329664985,7.697450769253381,-53,1,medium,rainy,8,3,2.592791967917409
653,d66fa1ac,2025-06-28T05:38:02.423284,triangulation,-6.093729077066399,106.61649397253653,-6.100513575607825,106.60834935657871,1463.2740139101434,-80,2,low,cloudy,5,5,1174.7565755340472
654,c82bc3ea,2025-06-14T11:56:02.423289,triangulation,-6.319350068552638,106.80716485108387,-6.319853941002103,106.80637221015488,269.0323520694507,-70,1,low,cloudy,11,5,103.98685475883674
655,8825af28,2025-07-01T22:10:02.423295,triangulation,-6.010547049582281,106.93902303292931,-6.016111115420319,106.92979801551277,1271.749442580257,-66,7,high,cloudy,22,1,1193.0848997915336
656,06a72ef2,2025-07-07T20:11:02.423300,triangulation,-6.365334568553302,106.78520248998282,-6.368548786470863,106.79353780120472,964.4971273334676,-45,1,low,cloudy,20,0,988.0355294443868
657,07ea6259,2025-07-07T03:21:02.423305,triangulation,-6.221030572746466,106.91706008756522,-6.219730507207232,106.91692759696467,476.13643325716646,-55,3,low,cloudy,3,0,145.30067366962146
658,8eb5ba81,2025-06-29T12:39:02.423309,cell_id,-5.971602831825228,106.78260443049302,-5.996958408710507,106.77471562961857,3364.8431590643504,-33,6,high,cloudy,12,6,2951.3027859771382
659,404d2e73,2025-06-13T09:40:02.423314,gps,-6.127443143221596,106.75227408675374,-6.127426762202238,106.75226123653503,3.8495690257001387,-56,1,high,cloudy,9,4,2.3100315398317126
660,42472256,2025-07-08T01:40:02.423319,triangulation,-6.266376635627121,106.98019282704047,-6.266677895056277,106.97916888235089,1735.301528406219,-39,5,low,rainy,1,1,118.03057582691589
661,46c247fc,2025-06-16T04:59:02.423323,cell_id,-6.010934662298118,106.99046329832943,-6.018227767883554,106.98361265942263,2246.0595578880284,-45,4,high,clear,4,0,1109.7530884542984
662,d59fa3ca,2025-06-29T13:31:02.423328,wifi,-6.201807020633646,106.92467757828835,-6.2009473644594495,106.92452251964657,96.18688993302352,-73,4,medium,cloudy,13,6,97.11407136416915
663,eeb793de,2025-07-03T01:48:02.423333,wifi,-6.311802297755317,106.67291238098899,-6.31207510883472,106.67310873834182,53.72619192113108,-61,4,high,clear,1,3,37.2985744924542
664,01e8f194,2025-07-02T13:55:02.423338,triangulation,-6.3804131076142925,106.83147444433231,-6.380203037230404,106.83177807178484,91.2239265872372,-60,1,medium,clear,13,2,40.882961611771385
665,f4dd23ae,2025-06-13T08:52:02.423343,wifi,-6.126675993489371,106.6460761818973,-6.1272716405979955,106.64626855180938,78.749342225188,-78,2,high,clear,8,4,69.56396696609897
666,c0c4db2d,2025-06-23T00:44:02.423348,gps,-5.997960339496255,106.8226195995149,-5.997938473404386,106.82266156512901,13.499122336520394,-85,6,medium,cloudy,0,0,5.239168862776723
667,046f9106,2025-06-16T13:01:02.423353,gps,-6.071325799753518,106.82065727733236,-6.071223957306498,106.82074308826266,13.413287548384776,-62,6,medium,cloudy,13,0,14.773880735516098
668,a538baf2,2025-06-18T08:34:02.423362,cell_id,-6.121887681792477,106.68567791122518,-6.120941620666834,106.68118820855746,784.1358535433841,-67,5,high,clear,8,2,507.4102185987394
669,199914eb,2025-06-27T04:38:02.423368,gps,-6.27672184569371,106.6872460459712,-6.276698198862036,106.68728612914096,4.818927562144218,-38,8,low,cloudy,4,4,5.151852545490018
670,61df4ff3,2025-06-29T07:52:02.423373,wifi,-6.193082272488092,106.93529151045747,-6.193111780604732,106.93549555634442,24.536227861239873,-82,3,high,clear,7,6,22.793850114335896
671,5e43f37f,2025-06-14T15:41:02.423378,wifi,-5.964771971831004,106.74098614426991,-5.964956089033077,106.74075237513897,51.18780731341923,-80,7,high,rainy,15,5,32.977686456647746
672,e4087e5e,2025-06-22T20:52:02.423382,triangulation,-6.1302348219604506,106.82431894986993,-6.134696786154732,106.82139219062117,658.4022181804789,-40,4,medium,rainy,20,6,592.3391309172024
673,a1f246a9,2025-06-20T17:23:02.423397,wifi,-6.323704346995926,106.94557971724097,-6.323397964654349,106.94562876292883,34.61071394416285,-66,3,low,clear,17,4,34.49668020811501
674,ee449c38,2025-06-16T07:45:02.423403,gps,-6.290027369565532,106.87155553886653,-6.290058900005084,106.87154313813348,4.787842162313664,-67,3,medium,clear,7,0,3.7644054775976183
675,207f88d2,2025-06-23T08:10:02.423417,triangulation,-5.936792271630166,106.74656686607518,-5.936219216779079,106.7420153231329,1068.5733511316712,-35,7,low,cloudy,8,0,507.4112195853556
676,bc9c5da9,2025-06-16T01:41:02.423422,triangulation,-5.955996315303437,106.73355716577301,-5.955648415636187,106.72411132903633,1069.3250174963912,-33,6,high,clear,1,0,1045.37567084071
677,7c1d9cbc,2025-06-17T01:43:02.423427,wifi,-6.204806132895327,106.67284076430177,-6.204954555873129,106.67310616779363,68.62198702734229,-89,3,low,rainy,1,1,33.66205138290247
678,d333405d,2025-07-06T22:02:02.423432,cell_id,-6.141799179877066,106.75360991315505,-6.1185696728108185,106.72971194445704,3940.4867755835103,-49,2,low,rainy,22,6,3694.969306261774
679,4389482a,2025-06-25T13:39:02.423437,wifi,-6.060559918164079,106.7903702176239,-6.060844316649749,106.79028419358204,44.68861925409987,-72,8,low,clear,13,2,33.023234776148016
680,8e66fc13,2025-06-29T14:00:02.423442,triangulation,-6.249715253847823,106.81921526039682,-6.23274576261865,106.83198056788638,1956.4819216246992,-69,1,high,rainy,14,6,2356.1540660144265
681,d8bcaa6d,2025-07-08T06:24:02.423446,gps,-6.006200989372314,106.9214910254906,-6.00623776519394,106.9214727173818,7.409982476310108,-66,2,low,rainy,6,1,4.563028503046678
682,12522fb0,2025-06-22T23:55:02.423451,wifi,-5.985913935711039,106.73820535982895,-5.986321723152966,106.73867094192997,56.856853051930756,-38,6,medium,clear,23,6,68.60823944974125
683,090c1477,2025-07-04T03:04:02.423456,wifi,-6.19597440402654,106.67617673689061,-6.196021482477094,106.67604459865818,52.07721048776795,-82,5,medium,cloudy,3,4,15.516971253051294
684,8389797f,2025-06-23T14:29:02.423461,wifi,-6.317886356537377,106.8436651059751,-6.318371033166228,106.84279474378441,97.95750804949023,-56,1,high,cloudy,14,0,110.26071913233505
685,e3a03ea4,2025-07-13T04:42:02.423471,triangulation,-6.259768257810023,106.82315900833605,-6.26139106469486,106.82534882422149,313.570551228158,-62,4,high,clear,4,6,301.90538993721987
686,99bee1cd,2025-06-24T16:14:02.423480,gps,-6.160741606855114,106.93729044561627,-6.160754591017972,106.93729464329614,14.642997958327946,-86,8,low,rainy,16,1,1.5165213265911526
687,6a6f86b0,2025-06-25T15:17:02.423487,gps,-5.997948573247913,106.88377001625446,-5.998010188643031,106.88382745961528,8.56825404310004,-60,7,medium,cloudy,15,2,9.34313159059094
688,39119802,2025-06-25T05:29:02.423492,wifi,-6.247797153189353,106.95844046156128,-6.247896684885697,106.95827557284618,18.54858629687817,-73,1,medium,rainy,5,2,21.32301020297079
689,4e43c7e4,2025-06-28T03:43:02.423497,wifi,-6.265280657277985,106.67837151105968,-6.265308017645292,106.6784270111202,20.613352344582943,-86,3,high,clear,3,5,6.847441949456088
690,e63d002b,2025-06-26T00:24:02.423502,gps,-6.1929254657734685,106.95298417713936,-6.1928474426937,106.95299083018293,11.543654178677613,-69,4,medium,cloudy,0,3,8.706888572219482
691,e23b943a,2025-07-10T18:31:02.423507,triangulation,-6.12162065038698,106.96492340541464,-6.112727537967551,106.97508246055052,1609.623526534261,-63,6,medium,rainy,18,3,1496.4783716394106
692,e06f3299,2025-07-12T07:47:02.423512,gps,-6.246538282367339,106.76961701185608,-6.2465059478721985,106.76971890719823,13.410169644899,-61,3,low,clear,7,5,11.822934339442856
693,6da71199,2025-07-03T20:53:02.423517,cell_id,-6.2905453640473,106.64084916085768,-6.286761667634303,106.61862259506131,4299.990823662446,-53,4,high,rainy,20,3,2492.376933022477
694,4cd03e08,2025-06-29T14:45:02.423526,cell_id,-5.915789223937778,106.64326012859291,-5.901038414881967,106.64954197777985,1705.3823472962144,-37,2,medium,cloudy,14,6,1781.306101236192
695,560b18f9,2025-07-10T13:58:02.423537,triangulation,-5.9140337227889255,106.89875560067097,-5.91468439512195,106.89154003102747,901.5780218315726,-35,2,high,clear,13,3,801.3368637903177
696,2d3e9b49,2025-07-02T21:28:02.423548,cell_id,-5.924450874394531,106.69199886533704,-5.953336159458937,106.6493135798442,4823.325612768896,-75,4,low,clear,21,2,5709.929683397363
697,e39e99ac,2025-06-25T12:58:02.423554,wifi,-6.079802815060872,106.94345865593726,-6.07955790250782,106.94338633662973,48.31212514604074,-49,2,medium,clear,12,2,28.382725312156378
698,3ef1192a,2025-07-05T18:10:02.423559,gps,-6.033296005428516,106.66769431651328,-6.033244050567028,106.66759804342382,12.20207150724291,-32,3,high,cloudy,18,5,12.112299465633049
699,6876b615,2025-06-20T01:08:02.423563,cell_id,-5.963803001506212,106.77982013418453,-5.9334183686958175,106.78599089739302,3677.357344471225,-49,7,high,clear,1,4,3446.8548520147588
700,54891a2a,2025-06-17T23:51:02.423568,cell_id,-6.157853675735321,106.68476617798298,-6.192103667026898,106.66604395042773,4305.569563919588,-56,7,low,cloudy,23,1,4334.503276105024
701,231957b5,2025-07-06T05:36:02.423573,cell_id,-6.20354425095126,106.72211146208181,-6.217468314144367,106.68783619220338,4679.537826074583,-49,3,low,rainy,5,6,4093.0076488903214
702,d972532a,2025-07-08T01:38:02.423577,triangulation,-6.308498291435944,106.90909999068501,-6.303769743531158,106.90556519243064,1002.5114026693751,-42,3,low,cloudy,1,1,655.0430219354865
703,5c82a9c0,2025-06-20T04:33:02.423582,triangulation,-6.302092643183897,106.64926171840935,-6.299311938147885,106.66030782192068,1965.3995374924816,-41,4,high,cloudy,4,4,1259.397891763047
704,34042714,2025-06-19T18:22:02.423590,wifi,-6.25182082792137,106.68724837442224,-6.251942825831984,106.68678306071992,55.87463831714591,-65,3,medium,rainy,18,3,53.19171021308446
705,a3d6a402,2025-06-30T18:12:02.423601,wifi,-6.123132172190717,106.88062904981332,-6.123204020143951,106.88055189571669,52.62201180050611,-57,5,high,clear,18,0,11.687192246872195
706,13a0852f,2025-07-08T19:43:02.423607,gps,-5.901506449835684,106.76276945906883,-5.901507048856652,106.76274271781101,5.594502167236229,-71,3,high,clear,19,1,2.9584829438848748
707,b422c9d6,2025-07-03T12:47:02.423617,triangulation,-6.075619530139284,106.97864051754736,-6.06546839290798,106.9872511743817,1898.3780264706047,-82,1,medium,cloudy,12,3,1476.674498332642
708,3da2e006,2025-07-03T02:31:02.423623,wifi,-5.941894908464873,106.65204271532032,-5.941691411382152,106.65179093763132,59.344531847118034,-35,4,low,clear,2,3,35.880616144461726
709,10fa268c,2025-07-11T16:07:02.423627,triangulation,-6.079679950487142,106.98170416427422,-6.071605458119898,106.99076556800033,1052.667288171127,-33,8,medium,clear,16,4,1345.3513036239583
710,eaa4b3f4,2025-06-17T06:49:02.423632,cell_id,-5.905349418987006,106.81892712266077,-5.911083959478491,106.84407810763001,3759.590006997834,-34,5,medium,clear,6,1,2853.952662679381
711,f7b02eba,2025-07-03T00:33:02.423636,wifi,-6.150599487740406,106.62276076387896,-6.150862262011609,106.62298515215917,38.47776903964116,-75,8,low,clear,0,3,38.32958674211612
712,0e392585,2025-06-20T17:56:02.423641,gps,-5.991143756506128,106.836145136504,-5.991190611794914,106.83607294202007,9.713084311688467,-32,5,low,rainy,17,4,9.533420558207274
713,beeccb16,2025-07-03T08:47:02.423646,wifi,-6.111244815526435,106.99907616378881,-6.111088881893204,106.99858990323034,87.46038053797227,-58,5,low,clear,8,3,56.489308202012204
714,bcfad9da,2025-06-22T15:18:02.423650,wifi,-6.213501892311504,106.90718734049705,-6.213569090291455,106.90701277419251,27.58225376672421,-58,7,low,cloudy,15,6,20.69300784785856
715,ca060e62,2025-06-16T09:37:02.423660,cell_id,-6.123618802318122,106.98024535116733,-6.151071871923639,106.96202808041387,4407.952944836127,-64,8,low,cloudy,9,0,3657.191918389267
716,59c71cee,2025-06-14T06:03:02.423665,gps,-6.151221688389199,106.71194604045917,-6.151152522116872,106.7119579798291,9.398887889724309,-70,8,low,rainy,6,5,7.803384805704434
717,d925f4c1,2025-06-15T01:45:02.423670,wifi,-6.007379565167738,106.69948471920486,-6.0074834025971,106.69951142715873,15.604387294819876,-49,2,medium,clear,1,6,11.917955788582743
718,f746ed01,2025-07-05T20:12:02.423675,wifi,-6.0855445242337005,106.65101842119871,-6.085045589663084,106.65063473872769,65.43795679912517,-54,1,medium,cloudy,20,5,69.84011543619681
719,a3c64de0,2025-06-22T13:40:02.423679,triangulation,-6.147380763345644,106.62837394065936,-6.150231148423689,106.63104310501905,1048.069558200027,-74,2,low,clear,13,6,433.0524413538012
720,a86b86dc,2025-06-17T22:40:02.423684,cell_id,-6.044500184924302,106.79072940629437,-6.059697237434208,106.82667439453597,4348.785136859611,-34,2,medium,cloudy,22,1,4318.93198761162
721,5bb7b853,2025-07-11T06:43:02.423689,wifi,-6.041095780773068,106.85503649808128,-6.041126706484204,106.85505862821442,18.964200014193118,-53,2,high,cloudy,6,4,4.220602714979135
722,58a95cf0,2025-06-16T17:29:02.423694,triangulation,-6.264171441741394,106.73419052630541,-6.261113847242257,106.73910462230245,549.2061493540727,-88,1,medium,cloudy,17,0,640.7941162236897
723,eb38683c,2025-07-10T04:42:02.423704,gps,-6.284726070341005,106.86533710938419,-6.284616095118125,106.86545785174954,14.689084479127883,-71,1,medium,rainy,4,3,18.10073315844055
724,cf9ac810,2025-06-19T07:40:02.423709,triangulation,-6.32745757190197,106.82843539729865,-6.318587997820037,106.82330842084298,1016.475634249941,-68,7,medium,clear,7,3,1137.4344174992139
725,9428c328,2025-06-13T12:39:02.423719,gps,-5.99439092891766,106.94735336430927,-5.994302513459686,106.94745565035011,12.345906963804167,-81,3,low,rainy,12,4,14.986843487857053
726,cb51e0e5,2025-06-16T03:11:02.423725,cell_id,-6.074059760482733,106.76327258001298,-6.073246721883236,106.78090288451256,3323.0489587965144,-71,3,medium,clear,3,0,1951.491322390515
727,32b8d162,2025-07-05T06:26:02.423730,triangulation,-6.3845215289555695,106.63589367954187,-6.3965020487379585,106.63520313307362,1904.5020903569657,-85,5,high,cloudy,6,5,1334.3567305385582
728,8918cfb0,2025-06-30T16:01:02.423734,wifi,-6.27703146124822,106.85191146370457,-6.276721463669415,106.85238289379765,61.157376209135464,-71,8,low,cloudy,16,0,62.476129635831896
729,030bc6f8,2025-06-18T04:55:02.423740,cell_id,-5.994052733362914,106.98992994548985,-5.980280019951153,106.97875372615968,1824.1057442378708,-38,3,low,clear,4,2,1967.9823184550285
730,cb1f7016,2025-07-11T06:30:02.423744,cell_id,-5.9667745294239,106.63775500000185,-5.962566479552009,106.63962033313165,875.6047458685986,-55,7,high,cloudy,6,4,511.370692556427
731,bb2c6c1b,2025-07-07T10:12:02.423749,cell_id,-6.0217592781578375,106.99709231202753,-6.013714484040884,107.0047882663273,1002.8843281440949,-56,2,high,rainy,10,0,1234.6917293074164
732,80f38111,2025-07-04T02:56:02.423753,cell_id,-6.177064234133924,106.73697077329797,-6.179379327712154,106.74639003461361,1532.0570870572114,-61,8,medium,rainy,2,4,1072.6393363911013
733,e1fdeeef,2025-07-09T19:30:02.423758,cell_id,-6.161559798505662,106.66654780002784,-6.1554833265822495,106.6724748165367,786.1598484113575,-44,3,low,rainy,19,2,941.2158450316424
734,3ecf1402,2025-06-20T22:22:02.423762,gps,-6.035230157801693,106.9007843722517,-6.035231799377011,106.90075441482074,3.546439169710888,-69,5,medium,cloudy,22,4,3.317676653134648
735,db7f0822,2025-07-12T01:37:02.423771,cell_id,-6.156101472074612,106.71352727278546,-6.197693509473425,106.69617741002577,4968.711762618033,-70,5,low,clear,1,5,5006.773414868794
736,6c994cf8,2025-06-17T12:13:02.423777,wifi,-6.319029222001013,106.88890934472552,-6.3194067103037925,106.8890971744329,58.30930218680968,-39,4,low,clear,12,1,46.82745704363865
737,01a23508,2025-06-27T21:07:02.423782,gps,-6.126995490598183,106.63492479655655,-6.127037466199556,106.6349124963184,5.504303565158705,-69,6,medium,cloudy,21,4,4.861550308168423
738,fe77823c,2025-06-21T07:00:02.423786,gps,-6.024629163079588,106.82548101285923,-6.024551989015906,106.82556968412392,11.008938147333721,-60,1,low,clear,7,5,13.030137305440425
739,f3de3357,2025-06-29T09:46:02.423797,gps,-6.04719430311039,106.70107317693582,-6.047212054782274,106.7010480355216,4.711792035848863,-48,1,low,cloudy,9,6,3.4095300664909804
740,d67976e3,2025-06-27T17:55:02.423801,cell_id,-6.312935159880544,106.85065721263054,-6.300226947318273,106.83474821943372,3304.6600844811132,-36,1,low,clear,17,4,2255.752087650039
741,cb6904e1,2025-06-30T08:54:02.423812,triangulation,-6.278237247634642,106.60627845951056,-6.270974246309866,106.6058956732846,1936.491770011376,-77,6,low,clear,8,0,808.716376866657
742,001b39c2,2025-06-21T02:54:02.423818,triangulation,-6.346854197275094,106.86632599669689,-6.346631564667081,106.86581431937219,76.96229447217314,-66,8,low,cloudy,2,5,61.72866332452284
743,7fd9ba3e,2025-06-29T03:53:02.423823,cell_id,-5.998359538180033,106.87899511692287,-6.000153425543443,106.88127338279507,2222.514153643809,-80,8,low,rainy,3,6,321.34812201732194
744,601820f7,2025-06-27T03:03:02.423829,gps,-5.916829100353757,106.64256801897581,-5.9168537174146785,106.64263332022828,8.936493785809922,-46,7,medium,cloudy,3,4,7.723797767289133
745,c3a78d02,2025-06-20T22:21:02.423844,wifi,-6.395695495100203,106.74211219530939,-6.395777330399238,106.74206752311596,11.821084865174907,-73,8,medium,cloudy,22,4,10.35239570374868
746,94414aae,2025-06-14T16:59:02.423850,wifi,-6.1849842170429845,106.93253854662457,-6.185261167814377,106.93248621932564,70.21218527565802,-69,7,high,clear,16,5,31.33410906775908
